t,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y,Jupiter_x,Jupiter_y,Saturn_x,Saturn_y,Uranus_x,Uranus_y,Neptune_x,Neptune_y,sat_x,sat_y
1277,-57.4534,-7.38757,-43.4507,-99.0508,-149.676,3.4467,145.134,-175.206,-214.269,748.543,1057.37,967.154,2773.31,741.662,4454.99,597.746,117.959,-78.8292
1278,-56.7784,-11.4659,-40.661,-100.225,-149.712,0.875632,146.736,-173.867,-215.353,748.232,1056.81,967.767,2773.16,742.23,4454.93,598.211,119.939,-78.8069
1279,-55.814,-15.4858,-37.8396,-101.321,-149.703,-1.69569,148.326,-172.512,-216.436,747.918,1056.25,968.38,2773.01,742.797,4454.87,598.677,121.879,-78.7582
1280,-54.5652,-19.4267,-34.9885,-102.338,-149.65,-4.26651,149.902,-171.144,-217.519,747.604,1055.68,968.993,2772.85,743.365,4454.8,599.142,123.78,-78.684
1281,-53.0383,-23.2687,-32.11,-103.274,-149.553,-6.83608,151.467,-169.761,-218.602,747.288,1055.12,969.606,2772.7,743.932,4454.74,599.607,125.642,-78.585
1282,-51.241,-26.992,-29.2063,-104.13,-149.411,-9.40362,153.018,-168.363,-219.684,746.97,1054.56,970.218,2772.55,744.499,4454.68,600.072,127.466,-78.4622
1283,-49.1825,-30.5778,-26.2798,-104.904,-149.226,-11.9684,154.557,-166.952,-220.765,746.65,1053.99,970.829,2772.4,745.067,4454.61,600.538,129.252,-78.3161
1284,-46.8733,-34.0076,-23.3327,-105.596,-148.996,-14.5296,156.083,-165.526,-221.846,746.329,1053.43,971.441,2772.24,745.634,4454.55,601.003,131,-78.1476
1285,-44.3251,-37.264,-20.3673,-106.205,-148.722,-17.0865,157.595,-164.086,-222.927,746.007,1052.86,972.052,2772.09,746.201,4454.49,601.468,132.713,-77.9573
1286,-41.5508,-40.3304,-17.386,-106.731,-148.405,-19.6384,159.095,-162.633,-224.007,745.683,1052.3,972.663,2771.94,746.769,4454.43,601.934,134.389,-77.7457
1287,-38.5646,-43.1911,-14.391,-107.174,-148.044,-22.1845,160.581,-161.166,-225.086,745.357,1051.73,973.273,2771.78,747.336,4454.36,602.399,136.03,-77.5136
1288,-35.3816,-45.8315,-11.3848,-107.532,-147.639,-24.724,162.053,-159.685,-226.166,745.03,1051.16,973.883,2771.63,747.903,4454.3,602.864,137.635,-77.2615
1289,-32.0182,-48.238,-8.36967,-107.806,-147.19,-27.2563,163.512,-158.191,-227.244,744.701,1050.6,974.493,2771.48,748.47,4454.24,603.329,139.206,-76.9899
1290,-28.4914,-50.3984,-5.34797,-107.996,-146.698,-29.7805,164.957,-156.684,-228.323,744.371,1050.03,975.102,2771.32,749.037,4454.17,603.794,140.742,-76.6993
1291,-24.8191,-52.3016,-2.32208,-108.101,-146.162,-32.2958,166.388,-155.163,-229.4,744.039,1049.46,975.712,2771.17,749.604,4454.11,604.26,142.245,-76.3903
1292,-21.0202,-53.9378,0.705633,-108.122,-145.584,-34.8017,167.805,-153.63,-230.478,743.706,1048.9,976.32,2771.02,750.171,4454.05,604.725,143.714,-76.0633
1293,-17.114,-55.2987,3.73279,-108.057,-144.962,-37.2972,169.208,-152.083,-231.554,743.371,1048.33,976.929,2770.86,750.738,4453.98,605.19,145.151,-75.7188
1294,-13.1204,-56.3772,6.75702,-107.908,-144.298,-39.7818,170.597,-150.524,-232.631,743.034,1047.76,977.537,2770.71,751.305,4453.92,605.655,146.554,-75.3572
1295,-9.0598,-57.1679,9.77596,-107.674,-143.59,-42.2545,171.972,-148.952,-233.707,742.696,1047.19,978.145,2770.55,751.872,4453.86,606.121,147.925,-74.9788
1296,-4.95295,-57.6666,12.7872,-107.356,-142.841,-44.7148,173.332,-147.367,-234.782,742.356,1046.62,978.752,2770.4,752.439,4453.79,606.586,149.264,-74.5842
1297,-0.820799,-57.8708,15.7885,-106.954,-142.049,-47.1619,174.677,-145.771,-235.857,742.015,1046.05,979.359,2770.25,753.006,4453.73,607.051,150.57,-74.1737
1298,3.31554,-57.7794,18.7774,-106.468,-141.216,-49.5951,176.008,-144.161,-236.931,741.672,1045.48,979.966,2770.09,753.573,4453.67,607.516,151.846,-73.7477
1299,7.43495,-57.3928,21.7515,-105.899,-140.34,-52.0136,177.324,-142.54,-238.005,741.328,1044.91,980.573,2769.94,754.14,4453.6,607.981,153.09,-73.3065
1300,11.5164,-56.713,24.7086,-105.246,-139.423,-54.4167,178.625,-140.907,-239.078,740.982,1044.34,981.179,2769.78,754.707,4453.54,608.446,154.303,-72.8504
1301,15.5389,-55.7434,27.6463,-104.511,-138.465,-56.8037,179.911,-139.262,-240.151,740.635,1043.77,981.785,2769.63,755.274,4453.48,608.912,155.485,-72.3797
1302,19.4821,-54.4889,30.5624,-103.694,-137.466,-59.174,181.181,-137.605,-241.223,740.286,1043.2,982.39,2769.47,755.84,4453.41,609.377,156.637,-71.8949
1303,23.3257,-52.956,33.4544,-102.796,-136.427,-61.5268,182.437,-135.936,-242.295,739.935,1042.63,982.995,2769.32,756.407,4453.35,609.842,157.759,-71.3962
1304,27.0501,-51.1524,36.3203,-101.817,-135.347,-63.8613,183.677,-134.256,-243.367,739.583,1042.06,983.6,2769.16,756.974,4453.28,610.307,158.85,-70.8838
1305,30.6362,-49.0873,39.1576,-100.758,-134.227,-66.177,184.902,-132.565,-244.437,739.229,1041.48,984.205,2769.01,757.54,4453.22,610.772,159.911,-70.3581
1306,34.0657,-46.7714,41.9643,-99.6201,-133.067,-68.4732,186.111,-130.863,-245.508,738.874,1040.91,984.809,2768.85,758.107,4453.16,611.237,160.943,-69.8193
1307,37.3211,-44.2163,44.738,-98.4041,-131.868,-70.7491,187.305,-129.15,-246.577,738.517,1040.34,985.413,2768.7,758.674,4453.09,611.702,161.945,-69.2677
1308,40.3857,-41.4352,47.4767,-97.111,-130.63,-73.004,188.483,-127.425,-247.647,738.159,1039.77,986.016,2768.54,759.24,4453.03,612.167,162.918,-68.7035
1309,43.2438,-38.4423,50.1781,-95.7417,-129.354,-75.2374,189.645,-125.691,-248.715,737.799,1039.19,986.619,2768.38,759.807,4452.96,612.633,163.862,-68.127
1310,45.8808,-35.2528,52.8401,-94.2973,-128.039,-77.4486,190.791,-123.945,-249.784,737.438,1038.62,987.222,2768.23,760.373,4452.9,613.098,164.776,-67.5384
1311,48.2833,-31.8831,55.4607,-92.7789,-126.686,-79.6368,191.921,-122.189,-250.851,737.075,1038.04,987.825,2768.07,760.94,4452.84,613.563,165.662,-66.938
1312,50.439,-28.3505,58.0378,-91.1878,-125.296,-81.8015,193.034,-120.423,-251.919,736.71,1037.47,988.427,2767.92,761.506,4452.77,614.028,166.519,-66.326
1313,52.3367,-24.6728,60.5694,-89.5251,-123.869,-83.9421,194.132,-118.647,-252.985,736.344,1036.89,989.029,2767.76,762.073,4452.71,614.493,167.347,-65.7025
1314,53.967,-20.8691,63.0535,-87.7922,-122.405,-86.0577,195.213,-116.86,-254.051,735.976,1036.32,989.63,2767.6,762.639,4452.64,614.958,168.147,-65.0679
1315,55.3213,-16.9586,65.4881,-85.9904,-120.905,-88.148,196.278,-115.064,-255.117,735.607,1035.74,990.231,2767.45,763.205,4452.58,615.423,168.918,-64.4222
1316,56.3928,-12.9615,67.8713,-84.1212,-119.369,-90.2121,197.326,-113.258,-256.182,735.236,1035.17,990.832,2767.29,763.772,4452.51,615.888,169.661,-63.7658
1317,57.1761,-8.8981,70.2013,-82.1859,-117.798,-92.2496,198.358,-111.443,-257.246,734.864,1034.59,991.433,2767.13,764.338,4452.45,616.353,170.376,-63.0987
1318,57.6671,-4.78922,72.4761,-80.1862,-116.192,-94.2598,199.373,-109.618,-258.31,734.49,1034.01,992.033,2766.98,764.904,4452.39,616.818,171.063,-62.4212
1319,57.8634,-0.655869,74.6942,-78.1236,-114.552,-96.2421,200.371,-107.784,-259.374,734.115,1033.44,992.633,2766.82,765.47,4452.32,617.283,171.721,-61.7335
1320,57.764,3.48084,76.8536,-75.9997,-112.878,-98.196,201.353,-105.941,-260.437,733.738,1032.86,993.232,2766.66,766.036,4452.26,617.748,172.352,-61.0357
1321,57.3694,7.59976,78.9528,-73.8161,-111.17,-100.121,202.317,-104.089,-261.499,733.36,1032.28,993.831,2766.51,766.603,4452.19,618.213,172.954,-60.328
1322,56.6817,11.6798,80.9899,-71.5747,-109.43,-102.016,203.265,-102.229,-262.561,732.98,1031.7,994.43,2766.35,767.169,4452.13,618.678,173.529,-59.6105
1323,55.7043,15.7003,82.9636,-69.2771,-107.657,-103.881,204.195,-100.359,-263.622,732.598,1031.13,995.029,2766.19,767.735,4452.06,619.143,174.076,-58.8835
1324,54.4424,19.6405,84.8722,-66.9251,-105.852,-105.715,205.108,-98.4815,-264.683,732.215,1030.55,995.627,2766.03,768.301,4452,619.608,174.595,-58.1472
1325,52.9024,23.4804,86.7141,-64.5206,-104.016,-107.518,206.004,-96.5955,-265.743,731.831,1029.97,996.225,2765.88,768.867,4451.93,620.073,175.086,-57.4015
1326,51.0922,27.2003,88.4881,-62.0655,-102.15,-109.289,206.883,-94.7014,-266.802,731.445,1029.39,996.822,2765.72,769.433,4451.87,620.538,175.55,-56.6468
1327,49.0211,30.7814,90.1926,-59.5617,-100.253,-111.028,207.744,-92.7992,-267.861,731.057,1028.81,997.419,2765.56,769.999,4451.8,621.003,175.986,-55.8831
1328,46.6997,34.2053,91.8263,-57.0112,-98.3259,-112.734,208.587,-90.8893,-268.92,730.668,1028.23,998.016,2765.4,770.565,4451.74,621.468,176.394,-55.1107
1329,44.1398,37.4545,93.388,-54.4159,-96.3702,-114.407,209.414,-88.9718,-269.978,730.277,1027.65,998.613,2765.24,771.131,4451.67,621.933,176.775,-54.3295
1330,41.3546,40.5126,94.8765,-51.778,-94.3859,-116.045,210.222,-87.0467,-271.035,729.885,1027.07,999.209,2765.09,771.696,4451.61,622.398,177.128,-53.5399
1331,38.3584,43.3639,96.2905,-49.0994,-92.3736,-117.65,211.013,-85.1143,-272.092,729.491,1026.48,999.805,2764.93,772.262,4451.54,622.863,177.453,-52.7419
1332,35.1664,45.9939,97.6289,-46.3823,-90.3341,-119.219,211.786,-83.1748,-273.148,729.096,1025.9,1000.4,2764.77,772.828,4451.48,623.328,177.75,-51.9357
1333,31.7949,48.3892,98.8908,-43.6288,-88.2677,-120.753,212.541,-81.2283,-274.203,728.699,1025.32,1001,2764.61,773.394,4451.41,623.793,178.02,-51.1213
1334,28.2613,50.5376,100.075,-40.8411,-86.1753,-122.252,213.279,-79.2749,-275.258,728.301,1024.74,1001.59,2764.45,773.96,4451.35,624.258,178.262,-50.299
1335,24.5835,52.4283,101.181,-38.0213,-84.0573,-123.714,213.998,-77.3149,-276.313,727.901,1024.16,1002.18,2764.29,774.525,4451.28,624.723,178.476,-49.4688
1336,20.7802,54.0515,102.207,-35.1718,-81.9145,-125.14,214.7,-75.3484,-277.367,727.499,1023.57,1002.78,2764.13,775.091,4451.22,625.188,178.662,-48.631
1337,16.8711,55.3991,103.153,-32.2946,-79.7474,-126.529,215.383,-73.3755,-278.42,727.096,1022.99,1003.37,2763.98,775.657,4451.15,625.653,178.82,-47.7855
1338,12.8759,56.4642,104.019,-29.3921,-77.5567,-127.88,216.049,-71.3965,-279.473,726.692,1022.41,1003.97,2763.82,776.222,4451.08,626.118,178.951,-46.9326
1339,8.815,57.2414,104.802,-26.4665,-75.343,-129.193,216.696,-69.4114,-280.525,726.286,1021.82,1004.56,2763.66,776.788,4451.02,626.583,179.053,-46.0723
1340,4.70921,57.7269,105.504,-23.5202,-73.107,-130.468,217.325,-67.4205,-281.576,725.878,1021.24,1005.15,2763.5,777.353,4450.95,627.047,179.128,-45.2048
1341,0.57941,57.9181,106.123,-20.5554,-70.8493,-131.704,217.935,-65.424,-282.627,725.469,1020.65,1005.74,2763.34,777.919,4450.89,627.512,179.174,-44.3302
1342,-3.55334,57.8141,106.658,-17.5745,-68.5707,-132.902,218.528,-63.4219,-283.678,725.059,1020.07,1006.34,2763.18,778.484,4450.82,627.977,179.192,-43.4486
1343,-7.66798,57.4156,107.11,-14.5798,-66.2717,-134.06,219.102,-61.4145,-284.727,724.647,1019.48,1006.93,2763.02,779.05,4450.76,628.442,179.182,-42.5601
1344,-11.7436,56.7245,107.478,-11.5737,-63.9532,-135.178,219.657,-59.402,-285.776,724.233,1018.9,1007.52,2762.86,779.615,4450.69,628.907,179.143,-41.6649
1345,-15.7593,55.7444,107.761,-8.55847,-61.6156,-136.256,220.194,-57.3844,-286.825,723.818,1018.31,1008.11,2762.7,780.18,4450.62,629.372,179.076,-40.7631
1346,-19.6948,54.4803,107.961,-5.53655,-59.2599,-137.294,220.713,-55.3621,-287.873,723.401,1017.72,1008.7,2762.54,780.746,4450.56,629.837,178.98,-39.8547
1347,-23.5299,52.9388,108.075,-2.51029,-56.8865,-138.291,221.213,-53.335,-288.92,722.983,1017.14,1009.29,2762.38,781.311,4450.49,630.302,178.855,-38.9399
1348,-27.2452,51.1276,108.105,0.517935,-54.4963,-139.247,221.694,-51.3035,-289.967,722.563,1016.55,1009.88,2762.22,781.876,4450.43,630.766,178.702,-38.0189
1349,-30.8218,49.056,108.049,3.54576,-52.09,-140.162,222.157,-49.2677,-291.013,722.142,1015.96,1010.47,2762.06,782.442,4450.36,631.231,178.519,-37.0916
1350,-34.2413,46.7346,107.91,6.5708,-49.6682,-141.036,222.601,-47.2277,-292.059,721.719,1015.37,1011.06,2761.9,783.007,4450.29,631.696,178.307,-36.1583
1351,-37.4865,44.1752,107.685,9.5907,-47.2317,-141.867,223.026,-45.1837,-293.103,721.295,1014.79,1011.65,2761.74,783.572,4450.23,632.161,178.066,-35.2191
1352,-40.5409,41.3908,107.376,12.6031,-44.7813,-142.657,223.433,-43.136,-294.148,720.869,1014.2,1012.24,2761.58,784.137,4450.16,632.626,177.796,-34.274
1353,-43.3888,38.3957,106.983,15.6056,-42.3175,-143.404,223.821,-41.0846,-295.191,720.442,1013.61,1012.83,2761.42,784.702,4450.1,633.09,177.495,-33.3232
1354,-46.0157,35.2051,106.506,18.5958,-39.8412,-144.109,224.19,-39.0298,-296.234,720.013,1013.02,1013.41,2761.25,785.267,4450.03,633.555,177.165,-32.3668
1355,-48.4084,31.8352,105.946,21.5715,-37.3531,-144.771,224.54,-36.9717,-297.277,719.583,1012.43,1014,2761.09,785.832,4449.96,634.02,176.805,-31.4049
1356,-50.5545,28.3032,105.302,24.5303,-34.8539,-145.39,224.871,-34.9104,-298.319,719.151,1011.84,1014.59,2760.93,786.397,4449.9,634.485,176.415,-30.4376
1357,-52.4433,24.6272,104.576,27.4699,-32.3444,-145.966,225.183,-32.8463,-299.36,718.718,1011.25,1015.18,2760.77,786.962,4449.83,634.95,175.994,-29.465
1358,-54.065,20.8257,103.768,30.3879,-29.8253,-146.499,225.477,-30.7793,-300.4,718.283,1010.66,1015.76,2760.61,787.527,4449.76,635.414,175.542,-28.4874
1359,-55.4114,16.9182,102.879,33.2821,-27.2973,-146.988,225.751,-28.7098,-301.44,717.847,1010.07,1016.35,2760.45,788.092,4449.7,635.879,175.06,-27.5047
1360,-56.4757,12.9245,101.909,36.1503,-24.7613,-147.434,226.007,-26.6379,-302.479,717.409,1009.48,1016.94,2760.29,788.657,4449.63,636.344,174.546,-26.5171
1361,-57.2524,8.86501,100.86,38.9901,-22.2179,-147.836,226.243,-24.5637,-303.518,716.97,1008.89,1017.52,2760.12,789.222,4449.56,636.809,174.001,-25.5247
1362,-57.7374,4.76038,99.7309,41.7994,-19.668,-148.194,226.461,-22.4875,-304.556,716.529,1008.29,1018.11,2759.96,789.787,4449.5,637.273,173.424,-24.5277
1363,-57.9284,0.631504,98.524,44.5759,-17.1122,-148.509,226.659,-20.4094,-305.593,716.087,1007.7,1018.69,2759.8,790.351,4449.43,637.738,172.815,-23.5261
1364,-57.8244,-3.50059,97.2399,47.3175,-14.5513,-148.779,226.838,-18.3295,-306.63,715.643,1007.11,1019.28,2759.64,790.916,4449.36,638.203,172.174,-22.5202
1365,-57.4258,-7.61484,95.8797,50.022,-11.9861,-149.005,226.999,-16.2482,-307.666,715.197,1006.52,1019.86,2759.48,791.481,4449.3,638.668,171.501,-21.51
1366,-56.7347,-11.6903,94.4443,52.6874,-9.41736,-149.187,227.14,-14.1654,-308.702,714.75,1005.92,1020.44,2759.31,792.046,4449.23,639.132,170.794,-20.4957
1367,-55.7545,-15.7062,92.935,55.3115,-6.84582,-149.325,227.262,-12.0815,-309.736,714.302,1005.33,1021.03,2759.15,792.61,4449.16,639.597,170.054,-19.4773
1368,-54.4902,-19.6421,91.3529,57.8923,-4.27226,-149.418,227.365,-9.9965,-310.771,713.852,1004.74,1021.61,2758.99,793.175,4449.1,640.062,169.281,-18.4552
1369,-52.9482,-23.4778,89.6993,60.4277,-1.69743,-149.467,227.449,-7.9107,-311.804,713.401,1004.14,1022.19,2758.83,793.739,4449.03,640.526,168.474,-17.4293
1370,-51.1364,-27.1939,87.9754,62.9158,0.87791,-149.472,227.514,-5.82424,-312.837,712.948,1003.55,1022.78,2758.66,794.304,4448.96,640.991,167.632,-16.3999
1371,-49.0639,-30.7714,86.1826,65.3547,3.45299,-149.432,227.56,-3.73728,-313.869,712.494,1002.95,1023.36,2758.5,794.868,4448.9,641.456,166.756,-15.367
1372,-46.7413,-34.1921,84.3224,67.7424,6.02704,-149.348,227.586,-1.65001,-314.901,712.038,1002.36,1023.94,2758.34,795.433,4448.83,641.92,165.844,-14.331
1373,-44.1804,-37.4383,82.3961,70.0771,8.5993,-149.22,227.594,0.437399,-315.931,711.581,1001.76,1024.52,2758.17,795.997,4448.76,642.385,164.897,-13.2918
1374,-41.3941,-40.4937,80.4054,72.3569,11.169,-149.047,227.582,2.52477,-316.962,711.122,1001.17,1025.1,2758.01,796.562,4448.69,642.85,163.913,-12.2498
1375,-38.3968,-43.3426,78.3517,74.5801,13.7354,-148.831,227.551,4.61194,-317.991,710.661,1000.57,1025.68,2757.85,797.126,4448.63,643.314,162.893,-11.205
1376,-35.2036,-45.9703,76.2367,76.7449,16.2977,-148.57,227.501,6.69872,-319.02,710.2,999.972,1026.26,2757.68,797.691,4448.56,643.779,161.836,-10.1576
1377,-31.8309,-48.3636,74.062,78.8496,18.8552,-148.265,227.432,8.78493,-320.048,709.736,999.375,1026.84,2757.52,798.255,4448.49,644.244,160.742,-9.10792
1378,-28.2957,-50.5101,71.8294,80.8927,21.4071,-147.916,227.344,10.8704,-321.076,709.271,998.778,1027.42,2757.36,798.819,4448.42,644.708,159.609,-8.05605
1379,-24.6161,-52.3988,69.5405,82.8724,23.9526,-147.523,227.237,12.955,-322.102,708.805,998.18,1028,2757.19,799.383,4448.36,645.173,158.438,-7.00223
1380,-20.8109,-54.0201,67.1973,84.7873,26.4911,-147.086,227.11,15.0385,-323.129,708.337,997.582,1028.58,2757.03,799.948,4448.29,645.638,157.227,-5.94667
1381,-16.8995,-55.3656,64.8015,86.6359,29.0216,-146.606,226.965,17.1207,-324.154,707.868,996.984,1029.16,2756.86,800.512,4448.22,646.102,155.976,-4.88959
1382,-12.9017,-56.4285,62.3549,88.4167,31.5436,-146.082,226.8,19.2015,-325.179,707.397,996.385,1029.74,2756.7,801.076,4448.15,646.567,154.684,-3.83124
1383,-8.83815,-57.2033,59.8596,90.1284,34.0562,-145.515,226.617,21.2806,-326.203,706.925,995.786,1030.32,2756.54,801.64,4448.09,647.031,153.351,-2.77187
1384,-4.72943,-57.6859,57.3175,91.7696,36.5586,-144.904,226.414,23.358,-327.226,706.451,995.187,1030.9,2756.37,802.204,4448.02,647.496,151.976,-1.71173
1385,-0.596556,-57.8739,54.7306,93.3389,39.0503,-144.251,226.193,25.4334,-328.249,705.976,994.587,1031.47,2756.21,802.768,4447.95,647.961,150.559,-0.65111
1386,3.53937,-57.7663,52.1008,94.8353,41.5303,-143.554,225.952,27.5067,-329.271,705.5,993.987,1032.05,2756.04,803.332,4447.88,648.425,149.097,0.409698
1387,7.65721,-57.3636,49.4303,96.2576,43.998,-142.816,225.692,29.5777,-330.293,705.021,993.387,1032.63,2755.88,803.896,4447.81,648.89,147.591,1.47038
1388,11.7359,-56.6679,46.7212,97.6045,46.4527,-142.034,225.414,31.6462,-331.313,704.542,992.786,1033.2,2755.71,804.46,4447.75,649.354,146.039,2.53061
1389,15.7547,-55.6825,43.9755,98.8752,48.8935,-141.211,225.116,33.712,-332.333,704.061,992.185,1033.78,2755.55,805.024,4447.68,649.819,144.441,3.59004
1390,19.6929,-54.4126,41.1955,100.069,51.3199,-140.346,224.8,35.775,-333.352,703.578,991.584,1034.35,2755.38,805.588,4447.61,650.283,142.795,4.64829
1391,23.5305,-52.8646,38.3832,101.184,53.731,-139.439,224.464,37.835,-334.371,703.094,990.982,1034.93,2755.22,806.152,4447.54,650.748,141.101,5.70495
1392,27.2478,-51.0464,35.541,102.22,56.1261,-138.49,224.11,39.8918,-335.389,702.608,990.38,1035.5,2755.05,806.715,4447.47,651.212,139.358,6.75961
1393,30.8259,-48.9673,32.671,103.176,58.5046,-137.501,223.737,41.9453,-336.406,702.121,989.778,1036.08,2754.89,807.279,4447.41,651.677,137.563,7.8118
1394,34.2463,-46.6379,29.7754,104.051,60.8657,-136.47,223.345,43.9952,-337.423,701.633,989.175,1036.65,2754.72,807.843,4447.34,652.141,135.717,8.86103
1395,37.4917,-44.07,26.8566,104.846,63.2088,-135.399,222.935,46.0415,-338.438,701.143,988.572,1037.23,2754.56,808.407,4447.27,652.606,133.816,9.90677
1396,40.5454,-41.2769,23.9167,105.558,65.533,-134.288,222.506,48.0839,-339.453,700.651,987.968,1037.8,2754.39,808.97,4447.2,653.07,131.861,10.9484
1397,43.3919,-38.2727,20.9582,106.188,67.8378,-133.137,222.058,50.1222,-340.468,700.159,987.365,1038.37,2754.22,809.534,4447.13,653.535,129.85,11.9854
1398,46.0164,-35.0728,17.9833,106.735,70.1225,-131.947,221.591,52.1564,-341.481,699.664,986.761,1038.95,2754.06,810.098,4447.06,653.999,127.781,13.0171
1399,48.4057,-31.6936,14.9944,107.198,72.3864,-130.717,221.106,54.1862,-342.494,699.168,986.156,1039.52,2753.89,810.661,4447,654.464,125.651,14.0426
1400,50.5475,-28.1524,11.9938,107.578,74.6287,-129.449,220.602,56.2114,-343.506,698.671,985.552,1040.09,2753.72,811.225,4446.93,654.928,123.461,15.0612
1401,52.4309,-24.4672,8.98373,107.874,76.8489,-128.142,220.08,58.2319,-344.518,698.172,984.947,1040.66,2753.56,811.788,4446.86,655.393,121.206,16.0721
1402,54.0462,-20.6569,5.9667,108.085,79.0463,-126.797,219.539,60.2475,-345.529,697.672,984.341,1041.23,2753.39,812.352,4446.79,655.857,118.886,17.0743
1403,55.3851,-16.741,2.945,108.212,81.2201,-125.414,218.98,62.258,-346.539,697.17,983.736,1041.81,2753.23,812.915,4446.72,656.322,116.498,18.0667
1404,56.441,-12.7395,-0.0789968,108.255,83.3699,-123.994,218.402,64.2633,-347.548,696.667,983.13,1042.38,2753.06,813.479,4446.65,656.786,114.04,19.0482
1405,57.2082,-8.67291,-3.10293,108.213,85.4949,-122.537,217.806,66.2633,-348.556,696.162,982.523,1042.95,2752.89,814.042,4446.58,657.251,111.508,20.0174
1406,57.683,-4.56196,-6.12445,108.086,87.5945,-121.044,217.192,68.2576,-349.564,695.656,981.917,1043.52,2752.72,814.605,4446.52,657.715,108.9,20.973
1407,57.863,-0.427689,-9.14118,107.875,89.6681,-119.515,216.56,70.2463,-350.571,695.149,981.309,1044.09,2752.56,815.169,4446.45,658.18,106.214,21.9133
1408,57.7472,3.70877,-12.1508,107.58,91.7151,-117.951,215.909,72.229,-351.578,694.64,980.702,1044.66,2752.39,815.732,4446.38,658.644,103.444,22.8367
1409,57.3363,7.82628,-15.1509,107.201,93.7348,-116.351,215.24,74.2057,-352.583,694.129,980.094,1045.22,2752.22,816.295,4446.31,659.108,100.589,23.7409
1410,56.6324,11.9038,-18.1392,106.739,95.7267,-114.717,214.553,76.1762,-353.588,693.617,979.486,1045.79,2752.06,816.858,4446.24,659.573,97.6429,24.6238
1411,55.639,15.9205,-21.1133,106.192,97.6901,-113.049,213.848,78.1402,-354.592,693.104,978.878,1046.36,2751.89,817.421,4446.17,660.037,94.6023,25.4828
1412,54.3615,19.8558,-24.071,105.564,99.6245,-111.347,213.126,80.0977,-355.596,692.589,978.269,1046.93,2751.72,817.985,4446.1,660.502,91.462,26.315
1413,52.8061,23.6897,-27.0098,104.852,101.529,-109.612,212.385,82.0485,-356.598,692.073,977.66,1047.5,2751.55,818.548,4446.03,660.966,88.2165,27.1168
1414,50.9811,27.4026,-29.9276,104.059,103.404,-107.844,211.626,83.9924,-357.6,691.555,977.051,1048.06,2751.38,819.111,4445.96,661.43,84.8598,27.8844
1415,48.8956,30.9756,-32.822,103.185,105.248,-106.045,210.85,85.9292,-358.601,691.036,976.441,1048.63,2751.22,819.674,4445.89,661.895,81.385,28.6132
1416,46.5605,34.3904,-35.6909,102.23,107.061,-104.214,210.056,87.8588,-359.602,690.515,975.831,1049.2,2751.05,820.237,4445.83,662.359,77.7846,29.2977
1417,43.9876,37.6295,-38.5318,101.195,108.842,-102.352,209.244,89.7811,-360.601,689.993,975.221,1049.76,2750.88,820.8,4445.76,662.823,74.0499,29.9316
