t,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y,Jupiter_x,Jupiter_y,Saturn_x,Saturn_y,Uranus_x,Uranus_y,Neptune_x,Neptune_y,sat_x,sat_y
713,45.1888,36.2035,49.7307,96.1277,142.905,-43.9789,221.085,55.1114,399.004,668.694,1312.77,575.944,2840.42,417.361,4482.51,334.426,161.825,-69.3271
714,42.4907,39.3375,47.0254,97.481,143.642,-41.5121,220.573,57.1328,398.035,669.271,1312.44,576.706,2840.34,417.942,4482.48,334.895,162.802,-68.7654
715,39.5759,42.2708,44.2833,98.7582,144.337,-39.0329,220.043,59.1495,397.066,669.847,1312.1,577.467,2840.25,418.523,4482.44,335.363,163.75,-68.1914
716,36.4592,44.9885,41.5066,99.9583,144.989,-36.5422,219.493,61.1612,396.095,670.421,1311.77,578.227,2840.16,419.104,4482.41,335.831,164.669,-67.6053
717,33.1566,47.4768,38.6975,101.08,145.598,-34.0406,218.926,63.1677,395.124,670.994,1311.43,578.988,2840.08,419.685,4482.37,336.299,165.559,-67.0073
718,29.6849,49.723,35.8582,102.123,146.164,-31.529,218.34,65.169,394.152,671.566,1311.09,579.748,2839.99,420.266,4482.34,336.767,166.42,-66.3977
719,26.0618,51.7156,32.9909,103.086,146.686,-29.008,217.736,67.1649,393.179,672.136,1310.75,580.509,2839.91,420.847,4482.3,337.235,167.253,-65.7766
720,22.3058,53.4446,30.0978,103.969,147.165,-26.4784,217.114,69.1551,392.205,672.705,1310.42,581.269,2839.82,421.429,4482.27,337.703,168.057,-65.1443
721,18.4361,54.9011,27.1811,104.77,147.601,-23.9409,216.473,71.1395,391.231,673.272,1310.08,582.028,2839.73,422.01,4482.23,338.172,168.832,-64.5009
722,14.4724,56.0776,24.2433,105.49,147.993,-21.3964,215.815,73.1179,390.255,673.838,1309.74,582.788,2839.65,422.591,4482.2,338.64,169.579,-63.8468
723,10.435,56.9683,21.2865,106.127,148.34,-18.8455,215.138,75.0903,389.279,674.403,1309.4,583.548,2839.56,423.172,4482.16,339.108,170.298,-63.182
724,6.34433,57.5686,18.3131,106.682,148.644,-16.2891,214.443,77.0563,388.302,674.966,1309.06,584.307,2839.47,423.753,4482.13,339.576,170.989,-62.5067
725,2.22134,57.8754,15.3253,107.152,148.904,-13.7278,213.731,79.0159,387.324,675.528,1308.72,585.066,2839.39,424.334,4482.09,340.044,171.652,-61.8212
726,-1.91297,57.8873,12.3257,107.54,149.12,-11.1624,213,80.9689,386.345,676.088,1308.38,585.825,2839.3,424.915,4482.05,340.512,172.287,-61.1256
727,-6.03753,57.6041,9.31633,107.843,149.292,-8.59376,212.252,82.9151,385.366,676.647,1308.04,586.583,2839.21,425.496,4482.02,340.98,172.893,-60.4201
728,-10.1313,57.0273,6.29973,108.062,149.419,-6.02254,211.486,84.8544,384.386,677.204,1307.7,587.342,2839.12,426.077,4481.98,341.449,173.472,-59.7048
729,-14.1735,56.1598,3.27821,108.197,149.502,-3.44954,210.702,86.7866,383.404,677.76,1307.35,588.1,2839.04,426.658,4481.95,341.917,174.023,-58.98
730,-18.1434,55.0062,0.254137,108.247,149.541,-0.875513,209.9,88.7115,382.423,678.315,1307.01,588.858,2838.95,427.239,4481.91,342.385,174.546,-58.2457
731,-22.0208,53.5722,-2.77014,108.212,149.535,1.69877,209.081,90.629,381.44,678.868,1306.67,589.616,2838.86,427.819,4481.88,342.853,175.042,-57.5022
732,-25.7861,51.8652,-5.79224,108.093,149.486,4.27256,208.245,92.5389,380.456,679.42,1306.33,590.374,2838.77,428.4,4481.84,343.321,175.51,-56.7495
733,-29.4199,49.8939,-8.80983,107.89,149.392,6.84508,207.391,94.441,379.472,679.97,1305.98,591.131,2838.68,428.981,4481.8,343.789,175.95,-55.9879
734,-32.9038,47.6684,-11.8205,107.602,149.253,9.41558,206.519,96.3353,378.487,680.519,1305.64,591.888,2838.6,429.562,4481.77,344.257,176.362,-55.2175
735,-36.22,45.1999,-14.822,107.231,149.071,11.9833,205.631,98.2215,377.501,681.066,1305.29,592.645,2838.51,430.143,4481.73,344.725,176.747,-54.4384
736,-39.3516,42.5011,-17.8119,106.775,148.844,14.5475,204.725,100.099,376.514,681.612,1304.95,593.402,2838.42,430.724,4481.7,345.193,177.104,-53.6508
737,-42.2826,39.5856,-20.7879,106.236,148.573,17.1073,203.802,101.969,375.527,682.157,1304.6,594.159,2838.33,431.304,4481.66,345.662,177.433,-52.8548
738,-44.9982,36.4685,-23.7476,105.615,148.259,19.6621,202.862,103.83,374.539,682.7,1304.26,594.915,2838.24,431.885,4481.62,346.13,177.735,-52.0505
739,-47.4845,33.1655,-26.6888,104.91,147.9,22.2111,201.905,105.682,373.55,683.242,1303.91,595.672,2838.15,432.466,4481.59,346.598,178.009,-51.2381
740,-49.7287,29.6934,-29.6092,104.124,147.498,24.7535,200.931,107.526,372.56,683.782,1303.56,596.428,2838.07,433.047,4481.55,347.066,178.255,-50.4177
741,-51.7195,26.07,-32.5064,103.257,147.051,27.2885,199.94,109.36,371.569,684.321,1303.22,597.184,2837.98,433.627,4481.51,347.534,178.473,-49.5895
742,-53.4466,22.3137,-35.3782,102.308,146.562,29.8155,198.932,111.186,370.578,684.859,1302.87,597.939,2837.89,434.208,4481.48,348.002,178.664,-48.7535
743,-54.9014,18.4437,-38.2225,101.28,146.029,32.3337,197.908,113.002,369.586,685.395,1302.52,598.695,2837.8,434.789,4481.44,348.47,178.827,-47.91
744,-56.0762,14.4797,-41.0368,100.173,145.452,34.8423,196.867,114.809,368.593,685.929,1302.17,599.45,2837.71,435.369,4481.4,348.938,178.961,-47.0589
745,-56.9652,10.4419,-43.8191,98.988,144.833,37.3405,195.81,116.606,367.599,686.462,1301.82,600.205,2837.62,435.95,4481.37,349.406,179.068,-46.2005
746,-57.5638,6.3508,-46.5672,97.7254,144.171,39.8278,194.737,118.393,366.604,686.994,1301.47,600.96,2837.53,436.531,4481.33,349.874,179.147,-45.3348
747,-57.8689,2.22735,-49.279,96.3864,143.466,42.3032,193.647,120.17,365.609,687.524,1301.12,601.715,2837.44,437.111,4481.3,350.342,179.197,-44.4621
748,-57.8789,-1.90745,-51.9522,94.9722,142.718,44.7661,192.541,121.937,364.613,688.053,1300.77,602.469,2837.35,437.692,4481.26,350.81,179.22,-43.5823
749,-57.5938,-6.03252,-54.5849,93.4839,141.929,47.2157,191.418,123.694,363.616,688.58,1300.42,603.223,2837.26,438.273,4481.22,351.278,179.214,-42.6956
750,-57.015,-10.1268,-57.1749,91.9225,141.097,49.6514,190.28,125.441,362.619,689.106,1300.07,603.977,2837.17,438.853,4481.18,351.746,179.18,-41.8022
751,-56.1454,-14.1695,-59.7203,90.2893,140.223,52.0724,189.126,127.177,361.621,689.631,1299.72,604.731,2837.08,439.434,4481.15,352.214,179.117,-40.9021
752,-54.9895,-18.1399,-62.2191,88.5856,139.308,54.478,187.956,128.903,360.621,690.154,1299.37,605.485,2836.99,440.014,4481.11,352.682,179.025,-39.9955
753,-53.5531,-22.0177,-64.6693,86.8128,138.352,56.8674,186.77,130.618,359.622,690.675,1299.02,606.238,2836.9,440.595,4481.07,353.15,178.905,-39.0825
754,-51.8435,-25.7833,-67.0689,84.9722,137.355,59.24,185.569,132.322,358.621,691.196,1298.66,606.992,2836.81,441.175,4481.04,353.618,178.756,-38.1632
755,-49.8693,-29.4173,-69.4162,83.0652,136.317,61.5951,184.352,134.015,357.62,691.714,1298.31,607.745,2836.72,441.756,4481,354.086,178.578,-37.2376
756,-47.6408,-32.9012,-71.7093,81.0933,135.239,63.932,183.12,135.696,356.618,692.231,1297.96,608.497,2836.63,442.336,4480.96,354.554,178.371,-36.306
757,-45.1692,-36.2172,-73.9464,79.0581,134.121,66.2499,181.872,137.366,355.615,692.747,1297.6,609.25,2836.54,442.916,4480.93,355.022,178.135,-35.3684
758,-42.467,-39.3484,-76.1257,76.9612,132.963,68.5482,180.609,139.025,354.611,693.262,1297.25,610.002,2836.45,443.497,4480.89,355.49,177.869,-34.425
759,-39.5482,-42.2788,-78.2456,74.8041,131.766,70.8263,179.332,140.672,353.607,693.774,1296.89,610.755,2836.36,444.077,4480.85,355.959,177.573,-33.4758
760,-36.4275,-44.9934,-80.3043,72.5887,130.53,73.0834,178.039,142.308,352.602,694.286,1296.54,611.507,2836.27,444.658,4480.81,356.427,177.248,-32.521
761,-33.1208,-47.4784,-82.3004,70.3165,129.255,75.3188,176.731,143.931,351.596,694.796,1296.18,612.259,2836.17,445.238,4480.78,356.895,176.893,-31.5607
762,-29.6451,-49.721,-84.2321,67.9895,127.942,77.532,175.408,145.542,350.59,695.304,1295.82,613.01,2836.08,445.818,4480.74,357.362,176.507,-30.595
763,-26.018,-51.7097,-86.0981,65.6093,126.591,79.7223,174.071,147.142,349.582,695.811,1295.47,613.762,2835.99,446.399,4480.7,357.83,176.091,-29.6241
764,-22.2581,-53.4345,-87.8968,63.1779,125.202,81.8889,172.719,148.729,348.574,696.317,1295.11,614.513,2835.9,446.979,4480.66,358.298,175.644,-28.648
765,-18.3846,-54.8864,-89.6269,60.6972,123.777,84.0313,171.353,150.303,347.566,696.821,1294.75,615.264,2835.81,447.559,4480.63,358.766,175.167,-27.6668
766,-14.4172,-56.0581,-91.287,58.169,122.315,86.1489,169.972,151.865,346.556,697.324,1294.39,616.014,2835.72,448.139,4480.59,359.234,174.658,-26.6807
767,-10.3761,-56.9435,-92.8757,55.5954,120.817,88.241,168.577,153.414,345.546,697.825,1294.04,616.765,2835.62,448.72,4480.55,359.702,174.118,-25.6899
768,-6.28212,-57.538,-94.392,52.9784,119.283,90.307,167.168,154.951,344.535,698.325,1293.68,617.515,2835.53,449.3,4480.51,360.17,173.547,-24.6943
769,-2.156,-57.8388,-95.8344,50.32,117.713,92.3462,165.745,156.474,343.523,698.823,1293.32,618.266,2835.44,449.88,4480.48,360.638,172.943,-23.6942
770,1.98113,-57.8441,-97.2021,47.6223,116.109,94.3582,164.308,157.984,342.511,699.32,1292.96,619.015,2835.35,450.46,4480.44,361.106,172.307,-22.6897
771,6.10814,-57.5539,-98.4938,44.8874,114.471,96.3422,162.858,159.481,341.498,699.815,1292.6,619.765,2835.26,451.04,4480.4,361.574,171.639,-21.681
772,10.2039,-56.9698,-99.7085,42.1174,112.798,98.2978,161.394,160.965,340.484,700.309,1292.24,620.515,2835.16,451.621,4480.36,362.042,170.938,-20.668
773,14.2476,-56.0947,-100.845,39.3146,111.093,100.224,159.916,162.436,339.47,700.801,1291.87,621.264,2835.07,452.201,4480.32,362.51,170.203,-19.6511
774,18.2185,-54.933,-101.903,36.481,109.354,102.121,158.425,163.892,338.454,701.292,1291.51,622.013,2834.98,452.781,4480.29,362.978,169.436,-18.6303
775,22.0964,-53.4907,-102.882,33.6189,107.583,103.988,156.921,165.335,337.438,701.782,1291.15,622.762,2834.88,453.361,4480.25,363.446,168.634,-17.6057
776,25.8613,-51.7751,-103.78,30.7306,105.781,105.824,155.403,166.765,336.422,702.27,1290.79,623.511,2834.79,453.941,4480.21,363.914,167.798,-16.5776
777,29.4942,-49.7951,-104.597,27.8182,103.947,107.628,153.873,168.18,335.404,702.756,1290.43,624.259,2834.7,454.521,4480.17,364.382,166.927,-15.546
778,32.9764,-47.5606,-105.332,24.8841,102.082,109.401,152.329,169.581,334.386,703.241,1290.06,625.008,2834.6,455.101,4480.13,364.85,166.021,-14.5112
779,36.2901,-45.0832,-105.985,21.9306,100.187,111.141,150.773,170.968,333.368,703.725,1289.7,625.756,2834.51,455.681,4480.1,365.318,165.08,-13.4733
780,39.4184,-42.3754,-106.555,18.9599,98.2625,112.849,149.205,172.341,332.348,704.207,1289.33,626.503,2834.42,456.261,4480.06,365.786,164.103,-12.4324
781,42.3453,-39.4512,-107.042,15.9744,96.3089,114.523,147.624,173.699,331.328,704.687,1288.97,627.251,2834.32,456.841,4480.02,366.254,163.089,-11.3888
782,45.0559,-36.3255,-107.445,12.9765,94.3269,116.163,146.03,175.043,330.307,705.166,1288.6,627.999,2834.23,457.421,4479.98,366.722,162.038,-10.3426
783,47.5364,-33.0141,-107.765,9.96836,92.3169,117.769,144.424,176.372,329.286,705.644,1288.24,628.746,2834.14,458.001,4479.94,367.189,160.95,-9.29396
784,49.774,-29.5342,-108,6.95247,90.2797,119.34,142.807,177.686,328.263,706.12,1287.87,629.493,2834.04,458.581,4479.9,367.657,159.823,-8.24314
785,51.7574,-25.9033,-108.15,3.93114,88.2158,120.876,141.177,178.986,327.241,706.595,1287.51,630.24,2833.95,459.161,4479.87,368.125,158.659,-7.19034
786,53.4764,-22.1402,-108.216,0.90674,86.1258,122.376,139.535,180.27,326.217,707.068,1287.14,630.986,2833.85,459.741,4479.83,368.593,157.454,-6.13575
787,54.9223,-18.264,-108.198,-2.11837,84.0103,123.84,137.882,181.54,325.193,707.54,1286.77,631.732,2833.76,460.321,4479.79,369.061,156.21,-5.07961
788,56.0877,-14.2945,-108.095,-5.14181,81.87,125.268,136.217,182.794,324.168,708.01,1286.4,632.479,2833.67,460.9,4479.75,369.529,154.926,-4.02216
789,56.9667,-10.2519,-107.907,-8.16124,79.7055,126.658,134.541,184.033,323.142,708.479,1286.04,633.225,2833.57,461.48,4479.71,369.997,153.6,-2.96363
790,57.5547,-6.15707,-107.635,-11.1743,77.5174,128.011,132.854,185.257,322.116,708.946,1285.67,633.97,2833.48,462.06,4479.67,370.465,152.232,-1.90429
791,57.8488,-2.03076,-107.279,-14.1786,75.3065,129.326,131.156,186.465,321.089,709.412,1285.3,634.716,2833.38,462.64,4479.63,370.933,150.821,-0.844411
792,57.8476,2.10592,-106.839,-17.1718,73.0732,130.603,129.446,187.657,320.061,709.876,1284.93,635.461,2833.29,463.22,4479.6,371.4,149.367,0.215708
793,57.551,6.23185,-106.316,-20.1516,70.8184,131.841,127.726,188.834,319.033,710.339,1284.56,636.206,2833.19,463.799,4479.56,371.868,147.869,1.27576
794,56.9606,10.326,-105.709,-23.1157,68.5426,133.04,125.995,189.995,318.004,710.8,1284.19,636.951,2833.1,464.379,4479.52,372.336,146.325,2.33543
795,56.0794,14.3674,-105.02,-26.0616,66.2466,134.2,124.253,191.141,316.974,711.26,1283.82,637.696,2833,464.959,4479.48,372.804,144.735,3.39436
796,54.912,18.3355,-104.248,-28.9872,63.931,135.321,122.502,192.27,315.944,711.718,1283.45,638.44,2832.9,465.538,4479.44,373.272,143.097,4.45218
797,53.4643,22.21,-103.395,-31.8901,61.5965,136.401,120.739,193.383,314.913,712.175,1283.07,639.184,2832.81,466.118,4479.4,373.74,141.412,5.50849
798,51.7438,25.9711,-102.462,-34.7681,59.2438,137.441,118.967,194.48,313.881,712.63,1282.7,639.929,2832.71,466.698,4479.36,374.208,139.677,6.56288
799,49.7592,29.5997,-101.448,-37.6189,56.8736,138.44,117.185,195.561,312.849,713.084,1282.33,640.672,2832.62,467.277,4479.32,374.675,137.891,7.61489
800,47.5207,33.0773,-100.354,-40.4402,54.4866,139.399,115.393,196.625,311.816,713.537,1281.96,641.416,2832.52,467.857,4479.28,375.143,136.053,8.66403
801,45.0397,36.3861,-99.1827,-43.23,52.0835,140.316,113.592,197.673,310.782,713.987,1281.58,642.159,2832.43,468.437,4479.24,375.611,134.162,9.70979
802,42.329,39.5093,-97.9334,-45.9859,49.665,141.192,111.781,198.704,309.748,714.437,1281.21,642.902,2832.33,469.016,4479.2,376.079,132.217,10.7516
803,39.4024,42.431,-96.6075,-48.7058,47.2319,142.026,109.96,199.719,308.713,714.885,1280.84,643.645,2832.23,469.596,4479.16,376.547,130.215,11.7888
804,36.2748,45.1362,-95.206,-51.3877,44.7848,142.818,108.13,200.717,307.677,715.331,1280.46,644.388,2832.14,470.175,4479.13,377.015,128.156,12.8208
805,32.9621,47.6113,-93.73,-54.0293,42.3244,143.568,106.292,201.699,306.641,715.776,1280.09,645.131,2832.04,470.755,4479.09,377.482,126.037,13.8469
806,29.4814,49.8435,-92.1807,-56.6287,39.8516,144.275,104.444,202.663,305.604,716.219,1279.71,645.873,2831.94,471.334,4479.05,377.95,123.857,14.8662
807,25.8503,51.8215,-90.5593,-59.1837,37.3669,144.94,102.588,203.611,304.567,716.661,1279.33,646.615,2831.85,471.914,4479.01,378.418,121.614,15.878
808,22.0874,53.5354,-88.867,-61.6925,34.8713,145.562,100.723,204.541,303.528,717.101,1278.96,647.357,2831.75,472.493,4478.97,378.886,119.306,16.8812
809,18.212,54.9762,-87.1052,-64.1529,32.3653,146.142,98.8499,205.455,302.49,717.54,1278.58,648.098,2831.65,473.073,4478.93,379.354,116.93,17.8748
810,14.2436,56.1368,-85.2752,-66.5632,29.8498,146.677,96.9684,206.351,301.45,717.977,1278.2,648.84,2831.56,473.652,4478.89,379.822,114.483,18.8577
811,10.2027,57.0113,-83.3785,-68.9214,27.3254,147.17,95.0788,207.23,300.41,718.413,1277.83,649.581,2831.46,474.231,4478.85,380.289,111.965,19.8287
812,6.10972,57.5951,-81.4165,-71.2257,24.793,147.619,93.1812,208.092,299.37,718.847,1277.45,650.322,2831.36,474.811,4478.81,380.757,109.37,20.7862
813,1.98562,57.8854,-79.3908,-73.4742,22.2533,148.025,91.2758,208.936,298.328,719.28,1277.07,651.063,2831.26,475.39,4478.77,381.225,106.698,21.7289
814,-2.14859,57.8806,-77.303,-75.6652,19.707,148.386,89.3628,209.763,297.286,719.712,1276.69,651.803,2831.17,475.969,4478.73,381.693,103.943,22.6548
815,-6.27185,57.5808,-75.1547,-77.7969,17.1549,148.704,87.4424,210.572,296.244,720.141,1276.31,652.544,2831.07,476.549,4478.69,382.16,101.103,23.5621
816,-10.3632,56.9876,-72.9475,-79.8678,14.5977,148.979,85.5146,211.364,295.201,720.57,1275.93,653.284,2830.97,477.128,4478.65,382.628,98.1729,24.4485
817,-14.4016,56.104,-70.6833,-81.8762,12.0362,149.209,83.5797,212.138,294.157,720.996,1275.55,654.024,2830.87,477.707,4478.61,383.096,95.1491,25.3115
818,-18.3667,54.9345,-68.3637,-83.8205,9.47113,149.395,81.6378,212.894,293.112,721.422,1275.17,654.763,2830.78,478.287,4478.57,383.564,92.0266,26.1482
819,-22.2382,53.4851,-65.9906,-85.6991,6.90328,149.536,79.6891,213.633,292.067,721.845,1274.79,655.503,2830.68,478.866,4478.53,384.032,88.7998,26.9552
820,-25.9964,51.7631,-63.5658,-87.5107,4.33339,149.634,77.7337,214.353,291.022,722.268,1274.41,656.242,2830.58,479.445,4478.49,384.499,85.463,27.7288
821,-29.6222,49.7774,-61.0913,-89.2537,1.76223,149.688,75.7719,215.056,289.975,722.688,1274.03,656.981,2830.48,480.024,4478.45,384.967,82.0093,28.4645
822,-33.0969,47.5381,-58.5689,-90.9269,-0.809457,149.697,73.8036,215.741,288.929,723.107,1273.64,657.72,2830.38,480.603,4478.41,385.435,78.4313,29.1569
823,-36.4031,45.0565,-56.0007,-92.5288,-3.3809,149.662,71.8293,216.408,287.881,723.525,1273.26,658.458,2830.28,481.182,4478.37,385.903,74.7206,29.8
824,-39.5237,42.3454,-53.3886,-94.0583,-5.95135,149.583,69.8489,217.056,286.833,723.941,1272.88,659.197,2830.18,481.762,4478.33,386.37,70.8676,30.3862
825,-42.443,39.4184,-50.7347,-95.5142,-8.52003,149.46,67.8627,217.687,285.784,724.356,1272.49,659.935,2830.09,482.341,4478.29,386.838,66.8613,30.9066
826,-45.146,36.2907,-48.0411,-96.8952,-11.0862,149.292,65.8708,218.299,284.735,724.769,1272.11,660.673,2829.99,482.92,4478.25,387.306,62.6891,31.3501
827,-47.619,32.978,-45.3098,-98.2004,-13.6491,149.081,63.8734,218.893,283.685,725.181,1271.72,661.411,2829.89,483.499,4478.2,387.773,58.3364,31.7032
828,-49.8493,29.4972,-42.5431,-99.4287,-16.208,148.825,61.8707,219.469,282.635,725.591,1271.34,662.148,2829.79,484.078,4478.16,388.241,53.7859,31.9486
829,-51.8255,25.8662,-39.7431,-100.579,-18.762,148.526,59.8628,220.027,281.584,725.999,1270.95,662.885,2829.69,484.657,4478.12,388.709,49.0174,32.0641
830,-53.5377,22.1033,-36.9119,-101.651,-21.3106,148.183,57.85,220.566,280.532,726.406,1270.57,663.622,2829.59,485.236,4478.08,389.177,44.0069,32.0207
831,-54.977,18.2278,-34.0518,-102.643,-23.8528,147.796,55.8322,221.087,279.48,726.812,1270.18,664.359,2829.49,485.815,4478.04,389.644,38.7254,31.7792
832,-56.1361,14.2594,-31.1651,-103.554,-26.388,147.365,53.8099,221.589,278.427,727.216,1269.8,665.096,2829.39,486.394,4478,390.112,33.1381,31.2855
833,-57.0091,10.2183,-28.2539,-104.385,-28.9154,146.891,51.783,222.072,277.373,727.618,1269.41,665.832,2829.29,486.973,4477.96,390.58,27.2034,30.4611
834,-57.5915,6.12512,-25.3206,-105.133,-31.4343,146.373,49.7518,222.538,276.319,728.019,1269.02,666.568,2829.19,487.552,4477.92,391.047,20.8728,29.1881
835,-57.8803,2.00073,-22.3675,-105.8,-33.9439,145.812,47.7164,222.984,275.265,728.418,1268.63,667.304,2829.09,488.131,4477.88,391.515,14.0957,27.2792
836,-57.874,-2.13386,-19.3968,-106.383,-36.4434,145.209,45.6771,223.412,274.21,728.816,1268.24,668.04,2828.99,488.71,4477.84,391.983,6.84394,24.4169
837,-57.5727,-6.25758,-16.4109,-106.883,-38.9322,144.562,43.6339,223.821,273.154,729.213,1267.86,668.775,2828.89,489.288,4477.8,392.451,-0.789869,20.0347
838,-56.9779,-10.3494,-13.4122,-107.3,-41.4095,143.873,41.5871,224.212,272.098,729.607,1267.47,669.51,2828.79,489.867,4477.76,392.918,-8.19822,13.1698
839,-56.0924,-14.3884,-10.403,-107.632,-43.8746,143.141,39.5368,224.584,271.041,730.001,1267.08,670.245,2828.69,490.446,4477.71,393.386,-13.2921,3.10371
840,-54.921,-18.3541,-7.38562,-107.88,-46.3267,142.367,37.4832,224.937,269.983,730.392,1266.69,670.98,2828.59,491.025,4477.67,393.854,-13.7196,-8.08212
841,-53.4694,-22.2261,-4.36246,-108.044,-48.7652,141.55,35.4265,225.271,268.925,730.783,1266.3,671.715,2828.49,491.604,4477.63,394.321,-10.7602,-17.5807
842,-51.7451,-25.9848,-1.33587,-108.122,-51.1892,140.693,33.3669,225.587,267.867,731.171,1265.9,672.449,2828.39,492.183,4477.59,394.789,-6.47187,-25.125
843,-49.7568,-29.6109,1.69176,-108.116,-53.5982,139.793,31.3044,225.883,266.808,731.558,1265.51,673.183,2828.29,492.761,4477.55,395.257,-1.77372,-31.2297
844,-47.5147,-33.086,4.71806,-108.026,-55.9913,138.852,29.2393,226.161,265.748,731.944,1265.12,673.917,2828.18,493.34,4477.51,395.724,2.99692,-36.3112
845,-45.0302,-36.3922,7.74067,-107.85,-58.3679,137.871,27.1718,226.42,264.688,732.328,1264.73,674.651,2828.08,493.919,4477.47,396.192,7.71191,-40.6413
846,-42.3159,-39.5128,10.7572,-107.591,-60.7272,136.848,25.1021,226.66,263.627,732.711,1264.34,675.384,2827.98,494.497,4477.42,396.66,12.3214,-44.398
847,-39.3857,-42.4317,13.7653,-107.246,-63.0686,135.786,23.0302,226.881,262.566,733.092,1263.94,676.117,2827.88,495.076,4477.38,397.127,16.807,-47.7022
848,-36.2545,-45.134,16.7626,-106.818,-65.3915,134.683,20.9564,227.083,261.504,733.471,1263.55,676.85,2827.78,495.655,4477.34,397.595,21.1645,-50.6392
849,-32.9382,-47.606,19.7468,-106.306,-67.6949,133.54,18.8808,227.266,260.441,733.849,1263.16,677.583,2827.68,496.233,4477.3,398.062,25.3953,-53.2716
850,-29.4537,-49.835,22.7156,-105.711,-69.9785,132.358,16.8037,227.43,259.378,734.225,1262.76,678.315,2827.58,496.812,4477.26,398.53,29.5038,-55.6462
851,-25.819,-51.8096,25.6665,-105.033,-72.2413,131.137,14.7252,227.575,258.315,734.6,1262.37,679.048,2827.47,497.39,4477.22,398.998,33.4954,-57.7996
852,-22.0524,-53.5196,28.5973,-104.273,-74.4828,129.877,12.6454,227.701,257.251,734.973,1261.97,679.78,2827.37,497.969,4477.17,399.465,37.3756,-59.7605
853,-18.1732,-54.9564,31.5056,-103.431,-76.7024,128.579,10.5646,227.808,256.186,735.345,1261.58,680.511,2827.27,498.548,4477.13,399.933,41.15,-61.5519
854,-14.2012,-56.1126,34.3893,-102.507,-78.8993,127.243,8.48294,227.897,255.121,735.715,1261.18,681.243,2827.17,499.126,4477.09,400.401,44.824,-63.1928
855,-10.1566,-56.9822,37.2461,-101.504,-81.0729,125.869,6.40054,227.966,254.055,736.084,1260.78,681.974,2827.06,499.705,4477.05,400.868,48.4025,-64.699
856,-6.06025,-57.5608,40.0736,-100.421,-83.2226,124.458,4.31761,228.016,252.989,736.451,1260.39,682.706,2826.96,500.283,4477.01,401.336,51.89,-66.0834
857,-1.93291,-57.8454,42.8698,-99.2592,-85.3477,123.011,2.23432,228.047,251.922,736.817,1259.99,683.436,2826.86,500.862,4476.96,401.803,55.2909,-67.3573
858,2.20431,-57.8346,45.6323,-98.0196,-87.4476,121.527,0.150848,228.058,250.855,737.181,1259.59,684.167,2826.76,501.44,4476.92,402.271,58.6089,-68.5303
859,6.33027,-57.5283,48.3591,-96.7032,-89.5217,120.007,-1.93264,228.051,249.787,737.543,1259.19,684.898,2826.65,502.018,4476.88,402.739,61.8477,-69.6106
860,10.4239,-56.9282,51.048,-95.311,-91.5693,118.452,-4.01596,228.025,248.719,737.904,1258.79,685.628,2826.55,502.597,4476.84,403.206,65.0106,-70.6054
861,14.4643,-56.0372,53.6968,-93.8441,-93.59,116.862,-6.09895,227.98,247.65,738.264,1258.4,686.358,2826.45,503.175,4476.8,403.674,68.1006,-71.521
862,18.4307,-54.8599,56.3036,-92.3037,-95.583,115.237,-8.18142,227.916,246.581,738.621,1258,687.087,2826.34,503.753,4476.75,404.141,71.1206,-72.363
863,22.3031,-53.4024,58.8662,-90.6909,-97.5478,113.578,-10.2632,227.832,245.511,738.978,1257.6,687.817,2826.24,504.332,4476.71,404.609,74.0731,-73.1363
864,26.0614,-51.672,61.3828,-89.007,-99.4837,111.886,-12.3441,227.73,244.44,739.332,1257.2,688.546,2826.14,504.91,4476.67,405.076,76.9605,-73.8454
865,29.6866,-49.6776,63.8512,-87.2533,-101.39,110.161,-14.424,227.609,243.369,739.686,1256.79,689.275,2826.03,505.488,4476.63,405.544,79.785,-74.4941
866,33.1602,-47.4294,66.2695,-85.4313,-103.267,108.403,-16.5027,227.468,242.298,740.037,1256.39,690.004,2825.93,506.067,4476.58,406.012,82.5488,-75.086
867,36.4643,-44.9389,68.6359,-83.5423,-105.113,106.614,-18.58,227.309,241.226,740.387,1255.99,690.733,2825.83,506.645,4476.54,406.479,85.2537,-75.6244
868,39.5821,-42.2187,70.9485,-81.5878,-106.928,104.792,-20.6558,227.131,240.154,740.736,1255.59,691.461,2825.72,507.223,4476.5,406.947,87.9015,-76.1122
869,42.4977,-39.2829,73.2055,-79.5694,-108.712,102.94,-22.7298,226.934,239.081,741.083,1255.19,692.189,2825.62,507.801,4476.46,407.414,90.4939,-76.552
870,45.1961,-36.1463,75.4052,-77.4886,-110.464,101.058,-24.802,226.717,238.007,741.428,1254.78,692.917,2825.51,508.379,4476.41,407.882,93.0324,-76.9462
871,47.6636,-32.8251,77.5457,-75.3471,-112.182,99.1453,-26.872,226.482,236.933,741.772,1254.38,693.645,2825.41,508.958,4476.37,408.349,95.5186,-77.297
872,49.8876,-29.3361,79.6255,-73.1465,-113.868,97.2037,-28.9399,226.228,235.859,742.114,1253.98,694.372,2825.3,509.536,4476.33,408.817,97.9537,-77.6066
873,51.8568,-25.6973,81.6428,-70.8886,-115.52,95.2334,-31.0053,225.955,234.784,742.455,1253.57,695.099,2825.2,510.114,4476.29,409.284,100.339,-77.8768
