t,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y,Jupiter_x,Jupiter_y,Saturn_x,Saturn_y,Uranus_x,Uranus_y,Neptune_x,Neptune_y
1232,57.7793,3.25487,-107.728,10.8588,-104.805,106.967,62.6293,-218.757,-165.067,760.925,1082.32,939.218,2780.04,716.093,4457.76,576.8
1233,57.4008,7.37515,-107.988,7.84628,-106.626,105.152,64.6335,-218.172,-166.169,760.685,1081.77,939.846,2779.89,716.662,4457.7,577.266
1234,56.729,11.4577,-108.163,4.82762,-108.415,103.306,66.6322,-217.568,-167.271,760.443,1081.23,940.474,2779.74,717.23,4457.64,577.732
1235,55.7674,15.4818,-108.254,1.80519,-110.172,101.43,68.6253,-216.947,-168.372,760.2,1080.68,941.101,2779.6,717.799,4457.58,578.197
1236,54.5209,19.4268,-108.26,-1.21865,-111.897,99.5239,70.6126,-216.307,-169.472,759.955,1080.13,941.728,2779.45,718.368,4457.52,578.663
1237,52.996,23.2726,-108.182,-4.24154,-113.589,97.5884,72.594,-215.649,-170.573,759.708,1079.58,942.354,2779.3,718.937,4457.45,579.128
1238,51.2004,26.9995,-108.02,-7.26111,-115.248,95.6242,74.5693,-214.973,-171.673,759.46,1079.04,942.981,2779.15,719.506,4457.39,579.594
1239,49.1434,30.5885,-107.773,-10.275,-116.872,93.6317,76.5383,-214.278,-172.772,759.21,1078.49,943.607,2779.01,720.074,4457.33,580.059
1240,46.8354,34.0214,-107.442,-13.2809,-118.462,91.6116,78.5009,-213.566,-173.872,758.959,1077.94,944.232,2778.86,720.643,4457.27,580.525
1241,44.2884,37.2806,-107.027,-16.2764,-120.017,89.5645,80.4568,-212.836,-174.971,758.706,1077.39,944.857,2778.71,721.212,4457.21,580.991
1242,41.5153,40.3495,-106.529,-19.2592,-121.536,87.4909,82.4061,-212.087,-176.069,758.451,1076.84,945.482,2778.56,721.78,4457.15,581.456
1243,38.5303,43.2124,-105.947,-22.2269,-123.02,85.3916,84.3483,-211.321,-177.167,758.195,1076.29,946.107,2778.41,722.349,4457.09,581.922
1244,35.3486,45.8549,-105.283,-25.1773,-124.468,83.2671,86.2835,-210.537,-178.265,757.937,1075.74,946.731,2778.27,722.917,4457.03,582.387
1245,31.9867,48.2634,-104.536,-28.1081,-125.878,81.118,88.2114,-209.736,-179.363,757.678,1075.19,947.355,2778.12,723.486,4456.97,582.853
1246,28.4615,50.4256,-103.708,-31.0168,-127.252,78.9449,90.132,-208.917,-180.46,757.417,1074.64,947.979,2777.97,724.054,4456.91,583.318
1247,24.7911,52.3307,-102.798,-33.9014,-128.588,76.7486,92.0449,-208.08,-181.557,757.155,1074.09,948.602,2777.82,724.623,4456.85,583.784
1248,20.9943,53.9688,-101.809,-36.7595,-129.886,74.5297,93.9501,-207.226,-182.653,756.89,1073.53,949.225,2777.67,725.191,4456.78,584.249
1249,17.0905,55.3317,-100.74,-39.5888,-131.146,72.2887,95.8473,-206.354,-183.749,756.625,1072.98,949.848,2777.52,725.76,4456.72,584.715
1250,13.0994,56.4125,-99.592,-42.3872,-132.367,70.0265,97.7366,-205.465,-184.844,756.357,1072.43,950.471,2777.37,726.328,4456.66,585.18
1251,9.04165,57.2057,-98.3664,-45.1525,-133.549,67.7436,99.6176,-204.559,-185.94,756.089,1071.88,951.093,2777.23,726.896,4456.6,585.646
1252,4.93776,57.7073,-97.064,-47.8825,-134.692,65.4406,101.49,-203.635,-187.034,755.818,1071.32,951.714,2777.08,727.465,4456.54,586.111
1253,0.808704,57.9147,-95.6857,-50.5752,-135.794,63.1184,103.354,-202.695,-188.129,755.546,1070.77,952.336,2776.93,728.033,4456.48,586.577
1254,-3.32448,57.8269,-94.2326,-53.2282,-136.857,60.7776,105.21,-201.737,-189.223,755.272,1070.22,952.957,2776.78,728.601,4456.42,587.042
1255,-7.44072,57.4445,-92.7059,-55.8397,-137.88,58.4189,107.056,-200.762,-190.316,754.997,1069.66,953.578,2776.63,729.169,4456.36,587.508
1256,-11.519,56.7694,-91.1068,-58.4076,-138.862,56.0429,108.894,-199.771,-191.409,754.72,1069.11,954.198,2776.48,729.737,4456.29,587.973
1257,-15.5387,55.805,-89.4364,-60.9298,-139.802,53.6503,110.722,-198.762,-192.502,754.442,1068.55,954.819,2776.33,730.306,4456.23,588.438
1258,-19.4792,54.5564,-87.6961,-63.4043,-140.702,51.242,112.541,-197.737,-193.595,754.162,1068,955.438,2776.18,730.874,4456.17,588.904
1259,-23.3204,53.0298,-85.8873,-65.8293,-141.56,48.8185,114.351,-196.695,-194.687,753.88,1067.44,956.058,2776.03,731.442,4456.11,589.369
1260,-27.0429,51.2331,-84.0114,-68.2028,-142.376,46.3806,116.151,-195.637,-195.778,753.597,1066.88,956.677,2775.88,732.01,4456.05,589.835
1261,-30.6276,49.1754,-82.0697,-70.523,-143.15,43.9291,117.941,-194.562,-196.869,753.313,1066.33,957.296,2775.73,732.578,4455.99,590.3
1262,-34.0563,46.8673,-80.0639,-72.7881,-143.882,41.4646,119.721,-193.471,-197.96,753.026,1065.77,957.915,2775.58,733.146,4455.92,590.766
1263,-37.3116,44.3206,-77.9955,-74.9963,-144.572,38.9878,121.491,-192.364,-199.05,752.738,1065.21,958.533,2775.43,733.714,4455.86,591.231
1264,-40.3769,41.5481,-75.8661,-77.1458,-145.219,36.4995,123.251,-191.24,-200.14,752.449,1064.65,959.151,2775.28,734.282,4455.8,591.696
1265,-43.2366,38.564,-73.6773,-79.2349,-145.823,34.0005,125.001,-190.101,-201.23,752.158,1064.1,959.768,2775.13,734.85,4455.74,592.162
1266,-45.8761,35.3835,-71.4309,-81.2621,-146.384,31.4915,126.74,-188.945,-202.319,751.865,1063.54,960.386,2774.98,735.418,4455.68,592.627
1267,-48.2819,32.0229,-69.1287,-83.2257,-146.902,28.9731,128.469,-187.774,-203.407,751.571,1062.98,961.002,2774.83,735.985,4455.61,593.093
1268,-50.4419,28.4992,-66.7724,-85.1242,-147.376,26.4462,130.186,-186.586,-204.496,751.275,1062.42,961.619,2774.67,736.553,4455.55,593.558
1269,-52.345,24.8303,-64.3638,-86.9561,-147.807,23.9115,131.893,-185.383,-205.583,750.978,1061.86,962.235,2774.52,737.121,4455.49,594.023
1270,-53.9816,21.0351,-61.9049,-88.72,-148.195,21.3698,133.589,-184.165,-206.671,750.679,1061.3,962.851,2774.37,737.689,4455.43,594.489
1271,-55.3433,17.1327,-59.3975,-90.4145,-148.538,18.8217,135.273,-182.93,-207.758,750.379,1060.74,963.467,2774.22,738.256,4455.37,594.954
1272,-56.4231,13.143,-56.8437,-92.0382,-148.838,16.2681,136.946,-181.681,-208.844,750.076,1060.18,964.082,2774.07,738.824,4455.3,595.419
1273,-57.2155,9.08642,-54.2454,-93.5899,-149.094,13.7097,138.607,-180.416,-209.93,749.773,1059.62,964.697,2773.92,739.392,4455.24,595.885
1274,-57.7165,4.98355,-51.6046,-95.0683,-149.306,11.1472,140.257,-179.136,-211.016,749.468,1059.06,965.312,2773.77,739.959,4455.18,596.35
1275,-57.9236,0.855296,-48.9234,-96.4724,-149.473,8.58146,141.895,-177.841,-212.101,749.161,1058.5,965.926,2773.61,740.527,4455.12,596.815
1276,-57.8356,-3.27731,-46.204,-97.8009,-149.597,6.01318,143.521,-176.531,-213.186,748.852,1057.94,966.54,2773.46,741.095,4455.05,597.281
1277,-57.4529,-7.39322,-43.4484,-99.0528,-149.676,3.44313,145.135,-175.206,-214.27,748.542,1057.37,967.154,2773.31,741.662,4454.99,597.746
1278,-56.7775,-11.4715,-40.6587,-100.227,-149.712,0.87206,146.737,-173.867,-215.354,748.231,1056.81,967.767,2773.16,742.23,4454.93,598.211
1279,-55.8129,-15.4912,-37.8372,-101.323,-149.703,-1.69926,148.326,-172.512,-216.437,747.918,1056.25,968.38,2773.01,742.797,4454.87,598.677
1280,-54.5638,-19.4321,-34.9862,-102.34,-149.65,-4.27009,149.903,-171.144,-217.52,747.603,1055.68,968.993,2772.85,743.365,4454.8,599.142
1281,-53.0366,-23.2739,-32.1077,-103.276,-149.552,-6.83964,151.468,-169.761,-218.602,747.287,1055.12,969.606,2772.7,743.932,4454.74,599.607
1282,-51.2391,-26.9971,-29.204,-104.132,-149.411,-9.40718,153.019,-168.363,-219.684,746.969,1054.56,970.218,2772.55,744.499,4454.68,600.072
1283,-49.1804,-30.5826,-26.2775,-104.906,-149.225,-11.9719,154.558,-166.952,-220.766,746.65,1053.99,970.829,2772.4,745.067,4454.61,600.538
1284,-46.871,-34.0123,-23.3304,-105.598,-148.996,-14.5332,156.084,-165.526,-221.847,746.329,1053.43,971.441,2772.24,745.634,4454.55,601.003
1285,-44.3226,-37.2685,-20.3651,-106.207,-148.722,-17.0901,157.596,-164.086,-222.928,746.006,1052.86,972.052,2772.09,746.201,4454.49,601.468
1286,-41.5481,-40.3346,-17.3838,-106.733,-148.405,-19.642,159.095,-162.633,-224.008,745.682,1052.3,972.663,2771.94,746.769,4454.43,601.934
1287,-38.5618,-43.1951,-14.3888,-107.175,-148.043,-22.188,160.581,-161.166,-225.087,745.357,1051.73,973.273,2771.78,747.336,4454.36,602.399
1288,-35.3787,-45.8352,-11.3826,-107.534,-147.638,-24.7276,162.054,-159.685,-226.167,745.029,1051.16,973.883,2771.63,747.903,4454.3,602.864
1289,-32.0152,-48.2414,-8.3675,-107.808,-147.189,-27.2598,163.513,-158.191,-227.245,744.701,1050.6,974.493,2771.48,748.47,4454.24,603.329
1290,-28.4883,-50.4016,-5.34583,-107.997,-146.697,-29.784,164.958,-156.684,-228.323,744.37,1050.03,975.102,2771.32,749.037,4454.17,603.794
1291,-24.816,-52.3045,-2.31996,-108.102,-146.162,-32.2993,166.389,-155.163,-229.401,744.039,1049.46,975.711,2771.17,749.604,4454.11,604.26
1292,-21.0171,-53.9404,0.707723,-108.123,-145.583,-34.8051,167.806,-153.63,-230.479,743.705,1048.9,976.32,2771.02,750.171,4454.05,604.725
1293,-17.1109,-55.3011,3.73485,-108.058,-144.961,-37.3007,169.209,-152.083,-231.555,743.37,1048.33,976.929,2770.86,750.738,4453.98,605.19
1294,-13.1173,-56.3794,6.75905,-107.909,-144.297,-39.7852,170.598,-150.524,-232.632,743.033,1047.76,977.537,2770.71,751.305,4453.92,605.655
1295,-9.05679,-57.1698,9.77796,-107.675,-143.59,-42.258,171.972,-148.952,-233.707,742.695,1047.19,978.145,2770.55,751.872,4453.86,606.121
1296,-4.95001,-57.6683,12.7892,-107.357,-142.84,-44.7183,173.332,-147.368,-234.783,742.356,1046.62,978.752,2770.4,752.439,4453.79,606.586
1297,-0.817952,-57.8723,15.7904,-106.955,-142.048,-47.1653,174.678,-145.771,-235.858,742.014,1046.05,979.359,2770.25,753.006,4453.73,607.051
1298,3.31828,-57.7807,18.7792,-106.469,-141.215,-49.5985,176.008,-144.161,-236.932,741.672,1045.48,979.966,2770.09,753.573,4453.67,607.516
1299,7.43757,-57.3939,21.7533,-105.899,-140.339,-52.0169,177.324,-142.54,-238.006,741.327,1044.91,980.573,2769.94,754.14,4453.6,607.981
1300,11.5189,-56.7139,24.7104,-105.247,-139.422,-54.42,178.625,-140.907,-239.079,740.981,1044.34,981.179,2769.78,754.707,4453.54,608.446
1301,15.5413,-55.7442,27.6481,-104.512,-138.464,-56.807,179.911,-139.262,-240.152,740.634,1043.77,981.785,2769.63,755.274,4453.48,608.912
1302,19.4843,-54.4896,30.5641,-103.695,-137.465,-59.1773,181.182,-137.605,-241.224,740.285,1043.2,982.39,2769.47,755.84,4453.41,609.377
1303,23.3278,-52.9565,33.4561,-102.796,-136.425,-61.53,182.438,-135.936,-242.296,739.934,1042.63,982.995,2769.32,756.407,4453.35,609.842
1304,27.052,-51.1528,36.3219,-101.817,-135.345,-63.8646,183.678,-134.257,-243.367,739.582,1042.06,983.6,2769.16,756.974,4453.28,610.307
1305,30.6379,-49.0877,39.1592,-100.758,-134.225,-66.1802,184.903,-132.565,-244.438,739.228,1041.48,984.205,2769.01,757.54,4453.22,610.772
1306,34.0673,-46.7716,41.9658,-99.6205,-133.066,-68.4764,186.112,-130.863,-245.509,738.873,1040.91,984.809,2768.85,758.107,4453.16,611.237
1307,37.3225,-44.2165,44.7395,-98.4045,-131.867,-70.7522,187.305,-129.15,-246.578,738.516,1040.34,985.413,2768.7,758.674,4453.09,611.702
1308,40.387,-41.4354,47.4781,-97.1113,-130.629,-73.0072,188.483,-127.425,-247.648,738.158,1039.77,986.016,2768.54,759.24,4453.03,612.167
1309,43.245,-38.4424,50.1795,-95.742,-129.352,-75.2405,189.645,-125.691,-248.716,737.798,1039.19,986.619,2768.38,759.807,4452.96,612.633
1310,45.8819,-35.2529,52.8415,-94.2976,-128.037,-77.4517,190.791,-123.945,-249.785,737.437,1038.62,987.222,2768.23,760.373,4452.9,613.098
1311,48.2842,-31.8832,55.4621,-92.7792,-126.685,-79.6399,191.921,-122.189,-250.852,737.074,1038.04,987.825,2768.07,760.94,4452.84,613.563
1312,50.4397,-28.3505,58.0391,-91.188,-125.295,-81.8046,193.035,-120.423,-251.919,736.709,1037.47,988.427,2767.92,761.506,4452.77,614.028
1313,52.3374,-24.6729,60.5707,-89.5253,-123.867,-83.945,194.132,-118.647,-252.986,736.343,1036.89,989.029,2767.76,762.073,4452.71,614.493
1314,53.9675,-20.8691,63.0547,-87.7924,-122.404,-86.0607,195.214,-116.86,-254.052,735.976,1036.32,989.63,2767.6,762.639,4452.64,614.958
1315,55.3217,-16.9587,65.4892,-85.9906,-120.903,-88.1509,196.278,-115.064,-255.118,735.606,1035.74,990.231,2767.45,763.205,4452.58,615.423
1316,56.3931,-12.9615,67.8724,-84.1213,-119.368,-90.215,197.327,-113.258,-256.183,735.236,1035.17,990.832,2767.29,763.772,4452.51,615.888
1317,57.1763,-8.89814,70.2023,-82.1861,-117.797,-92.2525,198.358,-111.443,-257.247,734.864,1034.59,991.433,2767.13,764.338,4452.45,616.353
1318,57.6673,-4.78927,72.4772,-80.1863,-116.191,-94.2626,199.373,-109.618,-258.311,734.49,1034.01,992.033,2766.98,764.904,4452.39,616.818
1319,57.8634,-0.655915,74.6952,-78.1237,-114.55,-96.2449,200.372,-107.784,-259.375,734.114,1033.44,992.633,2766.82,765.47,4452.32,617.283
1320,57.7639,3.48079,76.8546,-75.9998,-112.876,-98.1987,201.353,-105.941,-260.437,733.738,1032.86,993.232,2766.66,766.036,4452.26,617.748
1321,57.3692,7.59971,78.9537,-73.8162,-111.169,-100.123,202.317,-104.089,-261.5,733.359,1032.28,993.831,2766.51,766.603,4452.19,618.213
1322,56.6814,11.6798,80.9908,-71.5747,-109.428,-102.019,203.265,-102.229,-262.562,732.979,1031.7,994.43,2766.35,767.169,4452.13,618.678
1323,55.7039,15.7002,82.9644,-69.2771,-107.655,-103.884,204.195,-100.359,-263.623,732.598,1031.13,995.029,2766.19,767.735,4452.06,619.143
1324,54.4419,19.6404,84.8729,-66.9251,-105.851,-105.718,205.108,-98.4815,-264.683,732.215,1030.55,995.627,2766.03,768.301,4452,619.608
1325,52.9018,23.4803,86.7149,-64.5207,-104.015,-107.521,206.004,-96.5955,-265.744,731.83,1029.97,996.225,2765.88,768.867,4451.93,620.073
1326,51.0915,27.2003,88.4888,-62.0655,-102.148,-109.292,206.883,-94.7014,-266.803,731.444,1029.39,996.822,2765.72,769.433,4451.87,620.538
1327,49.0202,30.7813,90.1933,-59.5617,-100.251,-111.031,207.744,-92.7992,-267.862,731.056,1028.81,997.419,2765.56,769.999,4451.8,621.003
1328,46.6987,34.2052,91.827,-57.0112,-98.3241,-112.737,208.588,-90.8893,-268.921,730.667,1028.23,998.016,2765.4,770.565,4451.74,621.468
1329,44.1387,37.4544,93.3886,-54.4159,-96.3683,-114.409,209.414,-88.9718,-269.978,730.276,1027.65,998.613,2765.24,771.131,4451.67,621.933
1330,41.3534,40.5125,94.877,-51.778,-94.384,-116.048,210.222,-87.0467,-271.036,729.884,1027.07,999.209,2765.09,771.696,4451.61,622.398
1331,38.357,43.3637,96.291,-49.0994,-92.3718,-117.652,211.013,-85.1143,-272.093,729.49,1026.48,999.804,2764.93,772.262,4451.54,622.863
1332,35.1648,45.9936,97.6294,-46.3823,-90.3322,-119.222,211.786,-83.1748,-273.149,729.095,1025.9,1000.4,2764.77,772.828,4451.48,623.328
1333,31.7932,48.3889,98.8912,-43.6288,-88.2659,-120.756,212.542,-81.2283,-274.204,728.698,1025.32,1001,2764.61,773.394,4451.41,623.793
1334,28.2594,50.5372,100.075,-40.8411,-86.1734,-122.254,213.279,-79.2749,-275.259,728.3,1024.74,1001.59,2764.45,773.96,4451.35,624.258
1335,24.5815,52.4278,101.181,-38.0213,-84.0554,-123.716,213.999,-77.3149,-276.314,727.9,1024.16,1002.18,2764.29,774.525,4451.28,624.723
1336,20.7781,54.0509,102.208,-35.1718,-81.9126,-125.142,214.7,-75.3484,-277.368,727.499,1023.57,1002.78,2764.13,775.091,4451.22,625.188
1337,16.8688,55.3983,103.154,-32.2946,-79.7455,-126.531,215.383,-73.3755,-278.421,727.096,1022.99,1003.37,2763.98,775.657,4451.15,625.653
1338,12.8734,56.4633,104.019,-29.3921,-77.5547,-127.882,216.049,-71.3965,-279.474,726.691,1022.41,1003.97,2763.82,776.222,4451.08,626.118
1339,8.81242,57.2404,104.803,-26.4665,-75.341,-129.195,216.696,-69.4114,-280.526,726.285,1021.82,1004.56,2763.66,776.788,4451.02,626.583
1340,4.70651,57.7257,105.504,-23.5202,-73.105,-130.47,217.325,-67.4205,-281.577,725.878,1021.24,1005.15,2763.5,777.353,4450.95,627.047
1341,0.576602,57.9167,106.123,-20.5554,-70.8474,-131.706,217.936,-65.424,-282.628,725.469,1020.65,1005.74,2763.34,777.919,4450.89,627.512
1342,-3.55625,57.8125,106.658,-17.5745,-68.5687,-132.904,218.528,-63.4219,-283.678,725.058,1020.07,1006.34,2763.18,778.484,4450.82,627.977
1343,-7.67097,57.4138,107.11,-14.5798,-66.2698,-134.062,219.102,-61.4145,-284.728,724.646,1019.48,1006.93,2763.02,779.05,4450.76,628.442
1344,-11.7466,56.7224,107.478,-11.5737,-63.9512,-135.18,219.657,-59.402,-285.777,724.232,1018.9,1007.52,2762.86,779.615,4450.69,628.907
1345,-15.7624,55.7421,107.762,-8.55847,-61.6137,-136.258,220.194,-57.3844,-286.826,723.817,1018.31,1008.11,2762.7,780.18,4450.62,629.372
1346,-19.6979,54.4778,107.961,-5.53656,-59.2579,-137.296,220.713,-55.3621,-287.874,723.4,1017.72,1008.7,2762.54,780.746,4450.56,629.837
1347,-23.533,52.936,108.075,-2.5103,-56.8846,-138.293,221.213,-53.335,-288.921,722.982,1017.14,1009.29,2762.38,781.311,4450.49,630.302
1348,-27.2483,51.1245,108.105,0.517931,-54.4944,-139.249,221.694,-51.3035,-289.968,722.563,1016.55,1009.88,2762.22,781.876,4450.43,630.766
1349,-30.8248,49.0526,108.049,3.54575,-52.088,-140.164,222.157,-49.2677,-291.014,722.141,1015.96,1010.47,2762.06,782.442,4450.36,631.231
1350,-34.2443,46.731,107.909,6.5708,-49.6663,-141.037,222.601,-47.2277,-292.059,721.719,1015.37,1011.06,2761.9,783.007,4450.29,631.696
1351,-37.4894,44.1713,107.685,9.59069,-47.2298,-141.869,223.026,-45.1837,-293.104,721.294,1014.79,1011.65,2761.74,783.572,4450.23,632.161
1352,-40.5436,41.3867,107.376,12.6031,-44.7793,-142.658,223.433,-43.136,-294.149,720.869,1014.2,1012.24,2761.58,784.137,4450.16,632.626
1353,-43.3913,38.3913,106.983,15.6056,-42.3155,-143.406,223.821,-41.0846,-295.192,720.441,1013.61,1012.83,2761.42,784.702,4450.1,633.09
1354,-46.0181,35.2005,106.506,18.5958,-39.8392,-144.11,224.19,-39.0298,-296.235,720.013,1013.02,1013.41,2761.25,785.267,4450.03,633.555
1355,-48.4106,31.8304,105.946,21.5715,-37.3511,-144.773,224.54,-36.9717,-297.278,719.582,1012.43,1014,2761.09,785.832,4449.96,634.02
1356,-50.5565,28.2983,105.302,24.5303,-34.852,-145.392,224.871,-34.9104,-298.319,719.151,1011.84,1014.59,2760.93,786.397,4449.9,634.485
1357,-52.4451,24.622,104.576,27.4699,-32.3425,-145.968,225.183,-32.8463,-299.361,718.717,1011.25,1015.18,2760.77,786.962,4449.83,634.95
1358,-54.0665,20.8204,103.768,30.3879,-29.8234,-146.5,225.477,-30.7793,-300.401,718.282,1010.66,1015.76,2760.61,787.527,4449.76,635.414
1359,-55.4127,16.9127,102.879,33.2821,-27.2954,-146.99,225.751,-28.7098,-301.441,717.846,1010.07,1016.35,2760.45,788.092,4449.7,635.879
1360,-56.4766,12.9189,101.909,36.1503,-24.7594,-147.435,226.007,-26.6379,-302.48,717.408,1009.48,1016.94,2760.29,788.657,4449.63,636.344
1361,-57.253,8.85938,100.859,38.9901,-22.216,-147.837,226.243,-24.5637,-303.519,716.969,1008.89,1017.52,2760.12,789.222,4449.56,636.809
1362,-57.7378,4.7547,99.7304,41.7993,-19.6661,-148.196,226.461,-22.4875,-304.557,716.528,1008.29,1018.11,2759.96,789.787,4449.5,637.273
1363,-57.9285,0.625809,98.5235,44.5759,-17.1103,-148.51,226.659,-20.4094,-305.594,716.086,1007.7,1018.69,2759.8,790.351,4449.43,637.738
1364,-57.8242,-3.50627,97.2394,47.3175,-14.5494,-148.78,226.838,-18.3295,-306.631,715.642,1007.11,1019.28,2759.64,790.916,4449.36,638.203
1365,-57.4253,-7.62049,95.8791,50.022,-11.9843,-149.006,226.999,-16.2482,-307.667,715.197,1006.52,1019.86,2759.48,791.481,4449.3,638.668
1366,-56.7338,-11.6959,94.4438,52.6874,-9.41552,-149.188,227.14,-14.1654,-308.703,714.75,1005.92,1020.44,2759.31,792.046,4449.23,639.132
1367,-55.7533,-15.7117,92.9344,55.3115,-6.844,-149.326,227.262,-12.0815,-309.737,714.301,1005.33,1021.03,2759.15,792.61,4449.16,639.597
1368,-54.4888,-19.6474,91.3523,57.8922,-4.27045,-149.419,227.365,-9.9965,-310.771,713.851,1004.74,1021.61,2758.99,793.175,4449.1,640.062
1369,-52.9465,-23.4831,89.6986,60.4277,-1.69563,-149.468,227.449,-7.9107,-311.805,713.4,1004.14,1022.19,2758.83,793.739,4449.03,640.526
1370,-51.1345,-27.199,87.9747,62.9158,0.879692,-149.473,227.514,-5.82424,-312.838,712.947,1003.55,1022.78,2758.66,794.304,4448.96,640.991
1371,-49.0618,-30.7763,86.1819,65.3547,3.45475,-149.433,227.56,-3.73728,-313.87,712.493,1002.95,1023.36,2758.5,794.868,4448.9,641.456
1372,-46.7389,-34.1967,84.3216,67.7423,6.02879,-149.349,227.586,-1.65001,-314.901,712.037,1002.36,1023.94,2758.34,795.433,4448.83,641.92
1373,-44.1778,-37.4428,82.3953,70.077,8.60103,-149.221,227.594,0.437401,-315.932,711.58,1001.76,1024.52,2758.17,795.997,4448.76,642.385
1374,-41.3915,-40.4979,80.4045,72.3568,11.1707,-149.048,227.582,2.52478,-316.962,711.121,1001.16,1025.1,2758.01,796.562,4448.69,642.85
1375,-38.394,-43.3465,78.3508,74.58,13.7371,-148.831,227.551,4.61194,-317.992,710.661,1000.57,1025.68,2757.85,797.126,4448.63,643.314
1376,-35.2007,-45.974,76.2357,76.7448,16.2994,-148.57,227.501,6.69872,-319.021,710.199,999.972,1026.26,2757.68,797.691,4448.56,643.779
1377,-31.8278,-48.367,74.061,78.8495,18.8569,-148.265,227.432,8.78493,-320.049,709.735,999.375,1026.84,2757.52,798.255,4448.49,644.244
1378,-28.2926,-50.5132,71.8283,80.8926,21.4087,-147.916,227.344,10.8704,-321.076,709.271,998.778,1027.42,2757.36,798.819,4448.42,644.708
1379,-24.613,-52.4017,69.5394,82.8723,23.9543,-147.523,227.237,12.955,-322.103,708.804,998.18,1028,2757.19,799.383,4448.36,645.173
1380,-20.8078,-54.0227,67.1961,84.7872,26.4927,-147.087,227.11,15.0385,-323.129,708.337,997.582,1028.58,2757.03,799.948,4448.29,645.638
1381,-16.8964,-55.368,64.8003,86.6358,29.0232,-146.606,226.965,17.1207,-324.155,707.867,996.984,1029.16,2756.86,800.512,4448.22,646.102
1382,-12.8987,-56.4306,62.3537,88.4166,31.5451,-146.082,226.8,19.2015,-325.18,707.397,996.385,1029.74,2756.7,801.076,4448.15,646.567
1383,-8.83515,-57.2052,59.8584,90.1282,34.0577,-145.515,226.617,21.2806,-326.204,706.924,995.786,1030.32,2756.54,801.64,4448.09,647.031
1384,-4.7265,-57.6876,57.3162,91.7693,36.5602,-144.905,226.414,23.358,-327.227,706.451,995.186,1030.9,2756.37,802.204,4448.02,647.496
1385,-0.593718,-57.8754,54.7292,93.3387,39.0518,-144.251,226.192,25.4334,-328.25,705.975,994.587,1031.47,2756.21,802.768,4447.95,647.961
1386,3.5421,-57.7676,52.0994,94.835,41.5318,-143.555,225.952,27.5067,-329.272,705.499,993.987,1032.05,2756.04,803.332,4447.88,648.425
1387,7.65982,-57.3647,49.4289,96.2573,43.9995,-142.816,225.692,29.5777,-330.293,705.021,993.386,1032.63,2755.88,803.896,4447.81,648.89
1388,11.7384,-56.6688,46.7197,97.6042,46.4541,-142.035,225.414,31.6462,-331.314,704.541,992.786,1033.2,2755.71,804.46,4447.75,649.354
1389,15.757,-55.6833,43.974,98.8748,48.8949,-141.211,225.116,33.712,-332.334,704.06,992.185,1033.78,2755.55,805.024,4447.68,649.819
1390,19.6951,-54.4133,41.1939,100.068,51.3213,-140.346,224.8,35.775,-333.353,703.577,991.583,1034.35,2755.38,805.588,4447.61,650.283
1391,23.5326,-52.8652,38.3816,101.183,53.7323,-139.439,224.464,37.835,-334.372,703.093,990.982,1034.93,2755.22,806.152,4447.54,650.748
1392,27.2497,-51.0469,35.5393,102.219,56.1275,-138.491,224.11,39.8918,-335.39,702.608,990.38,1035.5,2755.05,806.715,4447.47,651.212
1393,30.8276,-48.9677,32.6693,103.175,58.5059,-137.501,223.737,41.9453,-336.407,702.121,989.777,1036.08,2754.89,807.279,4447.41,651.677
1394,34.2479,-46.6382,29.7737,104.051,60.867,-136.471,223.345,43.9952,-337.423,701.632,989.175,1036.65,2754.72,807.843,4447.34,652.141
1395,37.4932,-44.0703,26.8548,104.845,63.21,-135.4,222.935,46.0415,-338.439,701.142,988.572,1037.23,2754.55,808.407,4447.27,652.606
1396,40.5467,-41.2771,23.9149,105.557,65.5343,-134.289,222.506,48.0839,-339.454,700.651,987.968,1037.8,2754.39,808.97,4447.2,653.07
1397,43.393,-38.2728,20.9564,106.187,67.8391,-133.138,222.058,50.1222,-340.469,700.158,987.364,1038.37,2754.22,809.534,4447.13,653.535
1398,46.0175,-35.0729,17.9814,106.734,70.1237,-131.947,221.591,52.1564,-341.482,699.663,986.76,1038.95,2754.06,810.098,4447.06,653.999
1399,48.4066,-31.6937,14.9925,107.197,72.3875,-130.717,221.106,54.1862,-342.495,699.168,986.156,1039.52,2753.89,810.661,4447,654.464
1400,50.5483,-28.1524,11.9918,107.577,74.6299,-129.449,220.602,56.2114,-343.507,698.67,985.551,1040.09,2753.72,811.225,4446.93,654.928
1401,52.4315,-24.4672,8.98173,107.873,76.85,-128.142,220.08,58.2319,-344.519,698.171,984.946,1040.66,2753.56,811.788,4446.86,655.393
1402,54.0467,-20.657,5.96466,108.084,79.0474,-126.797,219.539,60.2475,-345.529,697.671,984.341,1041.23,2753.39,812.352,4446.79,655.857
1403,55.3856,-16.7411,2.94294,108.211,81.2212,-125.414,218.98,62.258,-346.539,697.169,983.735,1041.81,2753.23,812.915,4446.72,656.322
1404,56.4413,-12.7396,-0.0810918,108.254,83.371,-123.994,218.402,64.2634,-347.549,696.666,983.129,1042.38,2753.06,813.479,4446.65,656.786
